0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:48:20 -0700] "GET /storeWebPage/JSPs/login.jsp HTTP/1.1" 200 2945
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:48:20 -0700] "GET /storeWebPage/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:48:20 -0700] "GET /storeWebPage/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:48:20 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:48:20 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:48:20 -0700] "GET /storeWebPage/JSPs/js/jquery-1.11.3.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:48:20 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:48:20 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:48:20 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:48:20 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:48:21 -0700] "GET /storeWebPage/images/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:13 -0700] "GET /storeWebPage/JSPs/login.jsp HTTP/1.1" 200 3159
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:13 -0700] "GET /storeWebPage/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:13 -0700] "GET /storeWebPage/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:13 -0700] "GET /storeWebPage/JSPs/js/jquery-1.11.3.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:13 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:13 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:13 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:13 -0700] "GET /storeWebPage/JSPs/js/bootstrap.min.js HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:13 -0700] "GET /storeWebPage/JSPs/js/jquery.easing.min.js HTTP/1.1" 404 1076
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:13 -0700] "GET /storeWebPage/JSPs/js/custom.js HTTP/1.1" 404 1054
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:14 -0700] "GET /storeWebPage/images/background.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:40 -0700] "GET /storeWebPage/JSPs/login.jsp HTTP/1.1" 200 3173
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:40 -0700] "GET /storeWebPage/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Apr/2016:18:52:40 -0700] "GET /storeWebPage/css/login.css HTTP/1.1" 304 -
